"parent_id","parent_text","child_id","child_text"
,,1,surveillance systems self install
2683,"10 best security camera systems",2684,surveillance systems self install
2683,"10 best security camera systems",2685,how much does it cost to install 4 security cameras
2683,"10 best security camera systems",2686,how do you install security cameras
2683,"10 best security camera systems",2687,whats the best home surveillance system
2683,"10 best security camera systems",2688,how do i install cctv on youtube
3780,"10 best security camera systems",3816,best outdoor security cameras 2019
3780,"10 best security camera systems",3811,wireless security camera system with remote viewing
3780,"10 best security camera systems",3796,best wireless security camera system
3780,"10 best security camera systems",3801,best outdoor security cameras 2018
3780,"10 best security camera systems",3791,best home security camera system consumer reports
3780,"10 best security camera systems",3786,best outdoor wireless security camera system with dvr
3780,"10 best security camera systems",3781,best outdoor security camera system
3780,"10 best security camera systems",3806,best cctv camera brand
564,"2 outdoor security cameras",565,security cameras best buy
564,"2 outdoor security cameras",566,what is the best security cameras to buy
564,"2 outdoor security cameras",567,what is the best security camera for home
564,"2 outdoor security cameras",568,what are the best outdoor security camera systems
564,"2 outdoor security cameras",569,how much is a outdoor security camera
1623,adt installation cost,1628,is adt equipment free
1623,adt installation cost,1627,how much is adt security per month
1623,adt installation cost,1626,how much does it cost to install an adt alarm system
1623,adt installation cost,1625,how much does it cost to install a security system
1623,adt installation cost,1624,how much is it to install security system
1592,amazon blink,1594,what is the best home outdoor security cameras
1592,amazon blink,1593,home security cameras amazon
1592,amazon blink,1595,how much is a home camera system
1592,amazon blink,1596,what is the best affordable security camera
1592,amazon blink,1597,do you need wifi for wireless security cameras
1562,amazon wireless security camera system with dvr,1563,home security cameras amazon
1562,amazon wireless security camera system with dvr,1564,what is the best home outdoor security cameras
1562,amazon wireless security camera system with dvr,1565,how much is a home camera system
1562,amazon wireless security camera system with dvr,1566,what is the best affordable security camera
1562,amazon wireless security camera system with dvr,1567,do you need wifi for wireless security cameras
2,are wireless security cameras good,27,wire free security camera
2,are wireless security cameras good,33,wired and wireless security camera system
2,are wireless security cameras good,45,surveillance system with wired and wireless security cameras
2,are wireless security cameras good,39,best outdoor wireless security camera system with dvr
2,are wireless security cameras good,21,best outdoor security cameras 2018
2,are wireless security cameras good,15,best home security camera system consumer reports
2,are wireless security cameras good,9,hardwired vs wireless security cameras
2,are wireless security cameras good,3,wireless outdoor security cameras
1408,are wireless security cameras really wireless,1451,wire free security cameras
1408,are wireless security cameras really wireless,1445,compare security cameras
1408,are wireless security cameras really wireless,1439,wired security cameras
1408,are wireless security cameras really wireless,1427,beginners guide to security cameras
1408,are wireless security cameras really wireless,1421,security camera system
1408,are wireless security cameras really wireless,1415,how do you power a wireless camera
1408,are wireless security cameras really wireless,1409,how to install wireless security cameras
1408,are wireless security cameras really wireless,1433,best outdoor wireless security camera system with dvr
2332,are wireless security cameras reliable,2375,convert wired security camera to wireless
2332,are wireless security cameras reliable,2351,surveillance system with wired and wireless security cameras
2332,are wireless security cameras reliable,2333,hardwired vs wireless security cameras
2332,are wireless security cameras reliable,2339,wired and wireless security camera system
2332,are wireless security cameras reliable,2345,pros and cons of wireless home security system
2332,are wireless security cameras reliable,2369,best poe security camera system
2332,are wireless security cameras reliable,2357,wire free security camera
2332,are wireless security cameras reliable,2363,best outdoor security cameras 2018